Username,EnterpriseID,StatusPernikahan,JenisKelamin,StatusKepegawaian,Pekerjaan,JenjangKarir,PerformancePegawai,AsalDaerah,HiringPlatform,SkorSurveyEngagement,SkorKepuasanPegawai,JumlahKeikutsertaanProjek,JumlahKeterlambatanSebulanTerakhir,JumlahKetidakhadiran,NomorHP,Email,TingkatPendidikan,PernahBekerja,IkutProgramLOP,AlasanResign,TanggalLahir,TanggalHiring,TanggalPenilaianKaryawan,TanggalResign
solidEagle1,100762,Menikah,Wanita,FullTime,Software Engineer (Front End),Senior_level,Bagus,Jakarta Utara,Other,4,3.0,2.0,0.0,3.0,+6283334899xxx,solidEagle1834@icloud.com,Sarjana,1,,masih_bekerja,1979-04-16,2009-01-05,2020-02-08,-
gutturalRhino1,101345,Bercerai,Pria,FullTime,Software Engineer (Android),Mid_level,Biasa,Jakarta Pusat,Employee_Referral,3,4.0,5.0,0.0,19.0,+6283163515xxx,gutturalRhino1711@yahoo.com,Sarjana,1,,ganti_karir,1984-09-05,2014-12-01,2017-1-16,2014-8-19
sugaryIcecream2,105323,Lainnya,Pria,FullTime,Product Manager,Mid_level,Kurang,Jakarta Barat,Indeed,4,5.0,6.0,0.0,16.0,+6289687151xxx,sugaryIcecream2932@outlook.com,Sarjana,1,,masih_bekerja,1988-01-07,2015-01-05,2020-2-18,-
joyfulCockatoo5,110858,Menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Bagus,Jakarta Timur,Google_Search,3,5.0,0.0,0.0,1.0,+6289989384xxx,joyfulCockatoo5977@hotmail.com,Magister,1,,masih_bekerja,1983-12-08,2013-9-30,2020-2-21,-
exactingBuck0,111318,Belum_menikah,Pria,Outsource,Software Engineer (Front End),Freshgraduate_program,Bagus,Jakarta Utara,LinkedIn,4,3.0,0.0,0.0,13.0,+6285917539xxx,exactingBuck0287@icloud.com,Magister,1,,masih_bekerja,1976-12-11,2013-9-30,2020-02-07,-
somberRelish9,106017,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Kurang,Jakarta Pusat,Indeed,2,4.0,0.0,0.0,10.0,+6289511334xxx,somberRelish9280@gmail.com,Sarjana,1,,masih_bekerja,1976-01-19,2013-9-30,2020-1-23,-
aboardUnicorn8,106687,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Mid_level,Bagus,Jakarta Timur,Indeed,3,3.0,0.0,0.0,6.0,+6281943118xxx,aboardUnicorn8967@outlook.com,Magister,1,,masih_bekerja,1968-01-15,2006-01-09,2020-01-04,-
jumpyCaviar5,106013,Lainnya,Wanita,Outsource,Software Engineer (Front End),Mid_level,Bagus,Jakarta Barat,Google_Search,3,5.0,0.0,0.0,2.0,+6285892182xxx,jumpyCaviar5364@icloud.com,Magister,1,,leadership,1989-11-11,2011-11-07,2014-3-30,2013-5-30
selfishDinosaur9,106314,Belum_menikah,Wanita,Outsource,Software Engineer (Back End),Freshgraduate_program,Kurang,Jakarta Pusat,Indeed,4,3.0,0.0,0.0,1.0,+6287866077xxx,selfishDinosaur9598@icloud.com,Magister,1,,masih_bekerja,1990-05-11,2013-9-30,2020-1-25,-
aloofChile5,105458,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,Indeed,4,3.0,0.0,0.0,14.0,+6287843062xxx,aloofChile5822@outlook.com,Sarjana,1,,masih_bekerja,1983-08-09,2016-1-28,2020-2-22,-
dopeyGatorade1,110836,Menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Barat,Diversity_Job_Fair,2,3.0,0.0,3.0,10.0,+6285806554xxx,dopeyGatorade1019@gmail.com,Sarjana,1,,,1964-10-12,2010-4-26,2012-03-06,-
giddyCod5,110980,Belum_menikah,Wanita,FullTime,Software Engineer (Android),Freshgraduate_program,Bagus,Jakarta Pusat,Employee_Referral,3,5.0,0.0,0.0,7.0,+6287822509xxx,giddyCod5287@proton.com,Doktor,1,,leadership,1966-03-22,2013-9-30,2020-2-22,2013-5-30
grudgingMeerkat3,106008,Belum_menikah,Wanita,Outsource,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,CareerBuilder,3,4.0,0.0,0.0,4.0,+6285714869xxx,grudgingMeerkat3383@proton.com,Sarjana,1,,,1986-04-17,2011-01-10,2017-02-03,-
mellowPudding2,105441,Bercerai,Wanita,FullTime,Software Engineer (Back End),Senior_level,Bagus,Jakarta Selatan,Employee_Referral,4,4.0,0.0,0.0,3.0,+6281218824xxx,mellowPudding2026@outlook.com,Sarjana,1,,,1980-03-02,2012-03-05,2020-2-21,-
obsessedCake8,101666,Lainnya,Wanita,FullTime,Data Engineer,Mid_level,Sangat_bagus,Jakarta Utara,Indeed,3,3.0,0.0,0.0,18.0,+6281290438xxx,obsessedCake8683@yahoo.com,Magister,1,,kejelasan_karir,1965-05-07,2014-9-29,2020-1-28,2017-11-15
stressedMare5,105754,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Selatan,Employee_Referral,1,5.0,0.0,4.0,7.0,+6281803209xxx,stressedMare5193@proton.com,Doktor,1,,tidak_bisa_remote,1975-07-07,2014-9-29,2020-1-28,2018-06-08
cheerfulPear0,100874,Lainnya,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Utara,CareerBuilder,4,5.0,0.0,0.0,17.0,+6285930735xxx,cheerfulPear0374@hotmail.com,Magister,1,,tidak_bisa_remote,1983-05-21,2011-2-21,2014-06-03,2018-04-01
excludedPoultry2,101560,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,CareerBuilder,4,4.0,0.0,0.0,20.0,+6289713525xxx,excludedPoultry2788@hotmail.com,Sarjana,1,,tidak_bisa_remote,1987-11-25,2009-10-26,2016-04-02,2014-8-19
boastfulSyrup4,100869,Lainnya,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,Employee_Referral,4,3.0,0.0,0.0,2.0,+6281209655xxx,boastfulSyrup4371@yahoo.com,Sarjana,1,,,1981-07-11,2015-06-02,2020-01-04,-
spiritedDunbird4,105997,Belum_menikah,Wanita,FullTime,DevOps Engineer,Mid_level,Kurang,Jakarta Barat,Indeed,3,3.0,5.0,0.0,2.0,+6281913444xxx,spiritedDunbird4070@icloud.com,Sarjana,1,,,1986-11-07,2015-01-05,2020-02-11,-
pridefulChamois9,101005,Menikah,Wanita,Outsource,Software Engineer (Back End),Senior_level,Biasa,Jakarta Selatan,LinkedIn,3,3.0,0.0,0.0,1.0,+6281276322xxx,pridefulChamois9218@proton.com,Sarjana,1,,,1969-09-08,2014-07-07,2020-01-11,-
jumpySeahorse6,110876,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,Indeed,3,5.0,5.0,0.0,8.0,+6281959858xxx,jumpySeahorse6149@gmail.com,Sarjana,1,,,1989-06-30,2017-4-20,2020-1-28,-
mercifulSmelt7,100520,Menikah,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Bagus,Jakarta Timur,Indeed,3,3.0,6.0,0.0,2.0,+6283307603xxx,mercifulSmelt7471@proton.com,Sarjana,1,,,1985-09-05,2012-09-05,2020-2-27,-
jubilantWildfowl6,105889,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Senior_level,Sangat_kurang,Jakarta Barat,Google_Search,3,4.0,0.0,0.0,13.0,+6285783035xxx,jubilantWildfowl6521@yahoo.com,Sarjana,1,,,1977-03-23,2011-11-28,2020-2-22,-
insecureIcecream8,100620,Menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Timur,Google_Search,4,5.0,0.0,0.0,1.0,+6289797498xxx,insecureIcecream8676@yahoo.com,Magister,1,,jam_kerja,1951-02-25,2011-04-04,2016-05-06,2017-11-15
chicSalami4,106555,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Timur,Website,4,3.0,5.0,0.0,2.0,+6285645161xxx,chicSalami4094@hotmail.com,Magister,1,,kejelasan_karir,1988-05-19,2015-05-01,2020-1-15,2018-06-08
hushedBobolink8,106392,Menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Selatan,Website,3,5.0,0.0,0.0,9.0,+6285522082xxx,hushedBobolink8263@outlook.com,Sarjana,1,,Product Design (UI & UX),1988-08-29,2012-01-09,2020-02-01,2018-04-01
boredEggs0,106285,Lainnya,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Bagus,Jakarta Timur,Diversity_Job_Fair,3,3.0,0.0,0.0,12.0,+6285733263xxx,boredEggs0225@outlook.com,Sarjana,1,,jam_kerja,1967-06-03,2013-04-01,2020-2-13,2014-8-19
amazedRhino8,110412,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Pusat,Indeed,3,3.0,0.0,0.0,14.0,+6289663000xxx,amazedRhino8622@gmail.com,Sarjana,1,,,1970-03-10,2013-9-30,2015-2-20,-
similarHeron2,100799,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,CareerBuilder,4,4.0,0.0,0.0,7.0,+6281305913xxx,similarHeron2961@hotmail.com,Magister,1,,,1971-07-10,2014-07-07,2015-1-15,-
troubledQuiche5,106480,Menikah,Wanita,FullTime,Software Engineer (Front End),Mid_level,Sangat_bagus,Jakarta Pusat,Indeed,4,3.0,5.0,0.0,17.0,+6285896075xxx,troubledQuiche5924@icloud.com,Sarjana,1,,leadership,1972-11-21,2017-01-07,2020-02-06,2013-5-30
worldlyMackerel2,106383,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Utara,Google_Search,4,3.0,0.0,0.0,13.0,+6289537268xxx,worldlyMackerel2662@hotmail.com,Sarjana,1,,,1988-03-06,2011-07-05,2013-2-20,-
soreTruffle3,105808,Lainnya,Wanita,Outsource,Software Engineer (Back End),Freshgraduate_program,Sangat_kurang,Jakarta Timur,Indeed,2,4.0,0.0,0.0,3.0,+6285636782xxx,soreTruffle3888@outlook.com,Magister,1,,,1980-05-08,2014-9-29,2020-02-07,-
spiritedHeron5,100815,Lainnya,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Bagus,Jakarta Pusat,Indeed,3,5.0,0.0,0.0,20.0,+6287739176xxx,spiritedHeron5223@yahoo.com,Magister,1,,,1989-09-22,2015-2-16,2020-1-25,-
affectedLemur7,100692,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Barat,Indeed,2,1.0,0.0,2.0,5.0,+6285717696xxx,affectedLemur7726@yahoo.com,Sarjana,1,,leadership,1989-08-25,2014-07-07,2020-2-25,2017-11-15
wakefulPolenta7,111356,Menikah,Wanita,Internship,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Selatan,LinkedIn,3,4.0,0.0,0.0,5.0,+6285978175xxx,wakefulPolenta7723@outlook.com,Doktor,1,,leadership,1986-07-20,2011-5-16,2015-5-13,2018-06-08
betrayedHeron3,110833,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Timur,Diversity_Job_Fair,3,4.0,0.0,0.0,1.0,+6285814395xxx,betrayedHeron3360@hotmail.com,Sarjana,1,,kejelasan_karir,1969-09-29,2011-07-11,2020-2-18,2018-04-01
peacefulEggs3,106621,Belum_menikah,Pria,FullTime,Software Engineer (Android),Freshgraduate_program,Biasa,Jakarta Utara,LinkedIn,3,3.0,0.0,0.0,4.0,+6285683205xxx,peacefulEggs3191@yahoo.com,Magister,1,,leadership,1985-03-14,2014-2-17,2020-01-11,2014-8-19
boastfulDinosaur8,101147,Belum_menikah,Wanita,FullTime,Product Design (UI & UX),Freshgraduate_program,Biasa,Jakarta Pusat,Diversity_Job_Fair,4,4.0,0.0,0.0,17.0,+6281230982xxx,boastfulDinosaur8246@yahoo.com,Magister,1,,,1973-02-14,2011-11-07,2016-02-02,-
joyfulMandrill4,105401,Belum_menikah,Pria,FullTime,Machine Learning Engineer,Freshgraduate_program,Sangat_bagus,Jakarta Barat,LinkedIn,2,5.0,7.0,0.0,2.0,+6285916008xxx,joyfulMandrill4830@yahoo.com,Sarjana,1,,,1964-07-30,2014-2-17,2017-01-10,-
sincereBass4,101615,Bercerai,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Pusat,Website,2,2.0,0.0,3.0,5.0,+6285679942xxx,sincereBass4134@yahoo.com,Sarjana,1,,,1974-05-09,2014-05-12,2020-1-17,-
annoyedSalt4,105685,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Mid_level,Sangat_kurang,Jakarta Selatan,LinkedIn,3,5.0,0.0,0.0,8.0,+6283898937xxx,annoyedSalt4842@hotmail.com,Magister,1,,,1974-05-31,2014-11-10,2020-2-13,-
excludedCoconut6,101499,Belum_menikah,Pria,Outsource,Software Engineer (Android),Mid_level,Sangat_bagus,Jakarta Barat,Diversity_Job_Fair,3,4.0,6.0,0.0,8.0,+6287761474xxx,excludedCoconut6557@yahoo.com,Sarjana,1,,,1964-01-04,2012-01-09,2016-01-04,-
soreDunbird3,101434,Belum_menikah,Pria,Outsource,Data Engineer,Freshgraduate_program,Sangat_bagus,Jakarta Utara,LinkedIn,4,4.0,0.0,0.0,11.0,+6285615899xxx,soreDunbird3996@hotmail.com,Magister,1,,,1982-07-22,2011-5-16,2016-3-30,-
excludedPlover4,110746,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Kurang,Jakarta Barat,Google_Search,3,3.0,0.0,0.0,6.0,+6281258404xxx,excludedPlover4963@yahoo.com,Magister,1,,,1983-11-08,2011-04-04,2013-01-07,-
ferventHyena2,101401,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Mid_level,Biasa,Jakarta Barat,Employee_Referral,3,3.0,0.0,0.0,14.0,+6289997684xxx,ferventHyena2884@outlook.com,Sarjana,1,,,1961-06-19,2014-01-06,2020-01-07,-
cautiousTortoise1,110590,Lainnya,Wanita,Outsource,Software Engineer (Android),Senior_level,Kurang,Jakarta Barat,Indeed,4,3.0,0.0,0.0,1.0,+6289640533xxx,cautiousTortoise1671@yahoo.com,Sarjana,1,,,1978-11-05,2012-07-02,2020-2-25,-
affectedLollies9,106673,Bercerai,Wanita,FullTime,Software Engineer (Back End),Mid_level,Biasa,Jakarta Pusat,Indeed,4,4.0,0.0,0.0,1.0,+6289519764xxx,affectedLollies9935@proton.com,Sarjana,1,,,1965-05-09,2011-07-05,2017-03-02,-
crushedMallard7,110450,Menikah,Pria,FullTime,Software Engineer (Android),Freshgraduate_program,Bagus,Jakarta Barat,Indeed,3,5.0,0.0,0.0,15.0,+6289949044xxx,crushedMallard7339@outlook.com,Magister,1,,,1977-08-19,2011-04-04,2020-1-14,-
culturedMandrill6,100709,Menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Utara,Indeed,1,5.0,4.0,4.0,19.0,+6282293404xxx,culturedMandrill6815@yahoo.com,Sarjana,1,,,1987-05-15,2011-05-02,2013-08-10,-
alertSyrup3,111486,Belum_menikah,Pria,FullTime,Software Engineer (Android),Mid_level,Biasa,Jakarta Utara,Google_Search,4,5.0,0.0,0.0,4.0,+6285607737xxx,alertSyrup3002@hotmail.com,Sarjana,1,,,1987-03-18,2011-04-04,2019-07-02,-
solidSheep7,106069,Belum_menikah,Wanita,Outsource,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Selatan,Indeed,4,3.0,0.0,0.0,20.0,+6281315242xxx,solidSheep7216@outlook.com,Magister,1,,leadership,1979-07-25,2013-01-07,2015-2-20,2017-11-15
kindEland7,105293,Belum_menikah,Wanita,FullTime,Data Analyst,Mid_level,Sangat_bagus,Jakarta Barat,Indeed,4,5.0,0.0,0.0,15.0,+6289783478xxx,kindEland7431@hotmail.com,Sarjana,1,,masih_bekerja,1988-09-27,2008-01-07,2020-01-03,-
outlyingCamel2,106467,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Biasa,Jakarta Timur,Employee_Referral,3,5.0,6.0,0.0,15.0,+6281380903xxx,outlyingCamel2337@icloud.com,Sarjana,1,,kejelasan_karir,1981-10-11,2015-2-16,2020-2-14,2018-04-01
morbidTruffle8,110725,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_bagus,Jakarta Selatan,Google_Search,2,3.0,0.0,0.0,16.0,+6289652194xxx,morbidTruffle8334@icloud.com,Sarjana,1,,jam_kerja,1955-04-14,2011-11-07,2017-02-04,2014-8-19
mereBaboon2,101023,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Timur,Indeed,3,5.0,0.0,0.0,13.0,+6281244714xxx,mereBaboon2299@hotmail.com,Sarjana,1,,,1979-11-27,2013-8-19,2020-1-22,-
jumpyBuck8,100317,Belum_menikah,Wanita,FullTime,Data Analyst,Freshgraduate_program,Sangat_bagus,Jakarta Utara,Diversity_Job_Fair,4,3.0,0.0,0.0,4.0,+6287731679xxx,jumpyBuck8498@outlook.com,Magister,1,,toxic_culture,1970-02-11,2009-07-06,2020-1-25,2015-06-05
superiorLemur1,105736,Lainnya,Wanita,FullTime,Software Engineer (Android),Freshgraduate_program,Biasa,Jakarta Selatan,Google_Search,4,5.0,0.0,0.0,19.0,+6289967540xxx,superiorLemur1276@yahoo.com,Doktor,1,,,1981-03-16,2012-01-09,2020-1-29,-
boredTortoise1,100526,Bercerai,Pria,FullTime,Software Engineer (Back End),Senior_level,Biasa,Jakarta Barat,Indeed,3,4.0,0.0,0.0,6.0,+6283858649xxx,boredTortoise1055@hotmail.com,Magister,1,,,1978-11-25,2010-8-30,2012-05-04,-
grumpyFish5,100338,Belum_menikah,Pria,FullTime,Data Analyst,Mid_level,Kurang,Jakarta Selatan,Diversity_Job_Fair,4,4.0,5.0,0.0,9.0,+6282251549xxx,grumpyFish5094@icloud.com,Magister,1,,masih_bekerja,1988-07-04,2014-11-10,2020-2-25,-
similarCaviar3,105951,Lainnya,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Selatan,Indeed,3,3.0,0.0,0.0,6.0,+6283269904xxx,similarCaviar3516@icloud.com,Sarjana,1,,,1992-05-07,2015-06-05,2020-2-14,-
enviousPie8,100282,Belum_menikah,Pria,FullTime,Product Manager,Senior_level,Bagus,Jakarta Utara,Indeed,5,3.0,6.0,0.0,17.0,+6283303593xxx,enviousPie8891@hotmail.com,Sarjana,1,,,1975-05-05,2015-3-30,2017-2-24,-
finickySwift5,105296,Belum_menikah,Wanita,Outsource,Data Analyst,Freshgraduate_program,Biasa,Jakarta Utara,Google_Search,4,4.0,0.0,0.0,2.0,+6281213075xxx,finickySwift5808@icloud.com,Magister,1,,internal_conflict,1989-09-08,2011-07-11,2017-02-01,2017-6-25
similarTortoise9,101058,Lainnya,Pria,Outsource,Software Engineer (Back End),Freshgraduate_program,Bagus,Jakarta Timur,Employee_Referral,4,5.0,6.0,0.0,7.0,+6281216232xxx,similarTortoise9156@outlook.com,Magister,1,,,1986-04-23,2014-11-10,2020-01-07,-
chicPlover7,111572,Bercerai,Wanita,Outsource,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,Diversity_Job_Fair,2,4.0,4.0,0.0,17.0,+6281366582xxx,chicPlover7178@hotmail.com,Sarjana,1,,,1987-06-14,2011-9-26,2014-8-15,-
pluckyRhino0,105574,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Kurang,Jakarta Utara,Employee_Referral,4,3.0,4.0,0.0,5.0,+6283307754xxx,pluckyRhino0779@gmail.com,Sarjana,1,,,1965-09-09,2014-11-10,2020-01-02,-
betrayedLizard5,110865,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Pusat,LinkedIn,3,5.0,0.0,0.0,3.0,+6283843655xxx,betrayedLizard5694@gmail.com,Sarjana,1,,,1974-10-09,2013-8-19,2020-2-15,-
curiousMackerel5,100667,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Senior_level,Bagus,Jakarta Pusat,Google_Search,4,4.0,0.0,0.0,4.0,+6289758085xxx,curiousMackerel5858@hotmail.com,Sarjana,1,,,1973-11-28,2014-9-18,2020-1-15,-
cautiousLeopard7,101043,Bercerai,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,LinkedIn,2,3.0,0.0,0.0,3.0,+6283186563xxx,cautiousLeopard7395@yahoo.com,Magister,1,,,1977-11-10,2014-2-17,2020-02-06,-
peacefulKitten4,101525,Lainnya,Pria,Outsource,Software Engineer (Front End),Freshgraduate_program,Sangat_kurang,Jakarta Pusat,LinkedIn,3,3.0,5.0,0.0,2.0,+6283105380xxx,peacefulKitten4282@yahoo.com,Sarjana,yes,,kejelasan_karir,1987-12-17,2015-01-05,2016-4-20,2017-11-15
selfishBagels2,110658,Belum_menikah,Pria,FullTime,Software Engineer (Front End),Mid_level,Biasa,Jakarta Pusat,Indeed,3,5.0,5.0,0.0,4.0,+6281257867xxx,selfishBagels2421@gmail.com,Magister,1,,jam_kerja,1970-07-09,2014-01-05,2020-01-04,2018-06-08
mellowSalami5,100353,Belum_menikah,Pria,FullTime,Product Design (UI & UX),Freshgraduate_program,Bagus,Jakarta Utara,Google_Search,4,4.0,0.0,0.0,20.0,+6289799136xxx,mellowSalami5497@icloud.com,Sarjana,1,,jam_kerja,1981-10-18,2011-2-21,2018-04-05,2018-04-01
goofyMare7,101543,Bercerai,Wanita,FullTime,Software Engineer (Back End),Freshgraduate_program,Biasa,Jakarta Selatan,LinkedIn,4,4.0,0.0,0.0,15.0,+6289546076xxx,goofyMare7910@outlook.com,Magister,1,,jam_kerja,1985-08-24,2013-8-19,2020-2-15,2014-8-19
jubilantTeal7,106547,Lainnya,Pria,FullTime,DevOps Engineer,Freshgraduate_program,Bagus,Jakarta Barat,Employee_Referral,3,3.0,7.0,0.0,16.0,+6287898271xxx,jubilantTeal7049@hotmail.com,Magister,1,,,1970-02-08,2015-01-05,2020-1-14,-
importedJerky1,106093,Bercerai,Wanita,Outsource,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,CareerBuilder,4,3.0,0.0,0.0,17.0,+6285715469xxx,importedJerky1918@yahoo.com,Sarjana,1,,,1979-01-17,2011-9-26,2018-07-02,-
crushedHyena6,111299,Lainnya,Wanita,FullTime,Machine Learning Engineer,Freshgraduate_program,Biasa,Jakarta Selatan,Indeed,4,5.0,0.0,0.0,5.0,+6285683201xxx,crushedHyena6043@yahoo.com,Sarjana,1,,,1985-11-23,2014-11-10,2020-1-16,-
mildChowder7,111643,Belum_menikah,Wanita,FullTime,Software Engineer (Back End),Mid_level,Sangat_kurang,Jakarta Pusat,Indeed,2,5.0,0.0,0.0,13.0,+6285951035xxx,mildChowder7653@yahoo.com,Sarjana,1,,jam_kerja,1968-08-15,2012-5-14,2020-1-31,2017-11-15
pitifulMallard6,111176,Bercerai,Wanita,Outsource,Product Manager,Mid_level,Sangat_kurang,Jakarta Selatan,Google_Search,3,5.0,4.0,0.0,14.0,+6281977529xxx,pitifulMallard6993@outlook.com,Magister,1,,jam_kerja,1987-11-07,2013-11-11,2020-1-14,2018-06-08
amazedMoth0,106363,-,Wanita,Internship,Software Engineer (Front End),Senior_level,Biasa,Jakarta Pusat,Indeed,3,5.0,0.0,0.0,12.0,+6285931209xxx,amazedMoth0683@outlook.com,Magister,1,0.0,jam_kerja,1986-08-17,2011-5-16,2014-01-10,2018-04-01
mereEland2,100583,Bercerai,Wanita,FullTime,Software Engineer (Front End),Senior_level,Sangat_bagus,Jakarta Selatan,LinkedIn,2,5.0,8.0,0.0,19.0,+6287819903xxx,mereEland2033@gmail.com,Magister,1,,kejelasan_karir,1952-01-18,2014-11-10,2020-02-12,2014-8-19
puzzledUnicorn3,101135,Menikah,Wanita,FullTime,Digital Product Manager,Freshgraduate_program,Sangat_kurang,Jakarta Timur,LinkedIn,4,4.0,0.0,0.0,15.0,+6289989448xxx,puzzledUnicorn3199@outlook.com,Sarjana,1,,,1976-12-26,2013-07-08,2017-06-10,-
soreGranola0,100821,Belum_menikah,Wanita,FullTime,Software Engineer (iOS),Freshgraduate_program,Bagus,Jakarta Pusat,LinkedIn,3,5.0,7.0,0.0,20.0,+6289565639xxx,soreGranola0345@icloud.com,Sarjana,1,,,1989-11-24,2015-3-30,2020-01-10,-
drearyLemur9,101114,Lainnya,Wanita,FullTime,Product Manager,Freshgraduate_program,Biasa,Jakarta Timur,Website,3,3.0,0.0,0.0,11.0,+6281279787xxx,drearyLemur9992@icloud.com,Magister,1,,,1981-10-26,2013-9-30,2020-1-21,-
wornoutDoughnut2,106442,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Utara,Google_Search,3,4.0,0.0,0.0,10.0,+6289528552xxx,wornoutDoughnut2488@outlook.com,Sarjana,1,,,1981-09-05,2011-9-26,2012-10-22,-
madSardines6,106459,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Biasa,Jakarta Pusat,Indeed,2,3.0,0.0,4.0,16.0,+6281393313xxx,madSardines6012@yahoo.com,Sarjana,1,,,1985-01-07,2011-01-10,2017-04-05,-
aloofBasmati5,106166,Belum_menikah,Wanita,FullTime,Software Engineer (Front End),Freshgraduate_program,Sangat_bagus,Jakarta Selatan,LinkedIn,4,4.0,0.0,0.0,16.0,+6287803460xxx,aloofBasmati5005@yahoo.com,Magister,1,,,1986-12-10,2011-07-05,2013-07-02,-
alertDoughnut7,110277,Belum_menikah,Pria,FullTime,Product Manager,Senior_level,Sangat_bagus,Jakarta Barat,LinkedIn,3,5.0,0.0,0.0,1.0,+6281316733xxx,alertDoughnut7481@yahoo.com,Magister,1,,,1983-07-10,2011-07-05,2020-1-17,-
mercifulCheetah9,106590,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Barat,LinkedIn,3,4.0,5.0,0.0,13.0,+6281883291xxx,mercifulCheetah9150@proton.com,Sarjana,1,,,1983-02-09,2016-6-30,2020-1-14,-
sheepishOatmeal5,105963,Belum_menikah,Pria,FullTime,Software Engineer (Front End),Freshgraduate_program,Kurang,Jakarta Utara,Indeed,2,2.0,0.0,3.0,4.0,+6281933005xxx,sheepishOatmeal5286@yahoo.com,Magister,1,,,1976-11-15,2011-2-21,2013-04-12,-
dreadfulBobolink0,111680,Belum_menikah,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_bagus,Jakarta Timur,Other,3,4.0,0.0,0.0,15.0,+6289697234xxx,dreadfulBobolink0484@proton.com,Magister,1,,,1975-09-16,2007-6-25,2011-7-14,-
importedOwl7,111336,Bercerai,Pria,FullTime,Software Engineer (Back End),Freshgraduate_program,Sangat_kurang,Jakarta Barat,Diversity_Job_Fair,4,5.0,3.0,0.0,13.0,+6285664605xxx,importedOwl7056@icloud.com,Magister,1,,,1979-02-20,2011-11-07,2016-8-16,-
peskyCoconut7,110287,Bercerai,Wanita,FullTime,Product Manager,Senior_level,Biasa,Jakarta Pusat,LinkedIn,2,3.0,0.0,0.0,3.0,+6281328735xxx,peskyCoconut7276@outlook.com,Sarjana,1,,,1988-09-19,2011-07-05,2013-5-15,-
